Day,Campaign name,Ad name,Amount Spent,Impressions,Reach,Frequency,"CPM (Cost per 1,000 Impressions)",Link Clicks,CPC (Cost per Link Click),CTR (Link Click-Through Rate)
2026-06-14,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01,107.85,6487,0,0,16.63,72,1.5,1.11
2026-06-14,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01 — Cópia,30.23,1316,0,0,22.97,21,1.44,1.6
2026-06-14,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03,6.73,258,0,0,26.09,0,0,0.0
2026-06-14,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03 — Cópia,2.43,114,0,0,21.32,1,2.43,0.88
2026-06-14,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 01,34.47,1114,0,0,30.94,29,1.19,2.6
2026-06-14,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,13.07,398,0,0,32.84,11,1.19,2.76
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,46.74,2278,0,0,20.52,56,0.83,2.46
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,1.75,74,0,0,23.65,3,0.58,4.05
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,0.28,10,0,0,28.0,1,0.28,10.0
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,0.05,5,0,0,10.0,0,0,0.0
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,19.8,633,0,0,31.28,9,2.2,1.42
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 05,0.72,10,0,0,72.0,0,0,0.0
2026-06-14,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 07,0.09,2,0,0,45.0,0,0,0.0
2026-06-15,[INSTA] [Seguidores] [Frio] - ABO,[INSTA] AD-V: Flexibilidade Cognitiva,37.47,7315,0,0,5.12,725,0.05,9.91
2026-06-15,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-E: 02,0.29,10,0,0,29.0,0,0,0.0
2026-06-15,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-V: 01,76.21,2816,0,0,27.06,49,1.56,1.74
2026-06-15,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01,96.42,6889,0,0,14.0,53,1.82,0.77
2026-06-15,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01 — Cópia,34.22,2092,0,0,16.36,12,2.85,0.57
2026-06-15,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 02,13.82,708,0,0,19.52,8,1.73,1.13
2026-06-15,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03,0.06,3,0,0,20.0,0,0,0.0
2026-06-15,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 01,41.14,1601,0,0,25.7,26,1.58,1.62
2026-06-15,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,1.92,110,0,0,17.45,0,0,0.0
2026-06-15,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,47.97,2477,0,0,19.37,50,0.96,2.02
2026-06-15,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,18.17,500,0,0,36.34,7,2.6,1.4
2026-06-15,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 07,2.4,73,0,0,32.88,1,2.4,1.37
2026-06-15,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 07,0.09,2,0,0,45.0,0,0,0.0
2026-06-16,[INSTA] [Seguidores] [Frio] - ABO,[INSTA] AD-V: Flexibilidade Cognitiva,39.14,6949,0,0,5.63,683,0.06,9.83
2026-06-16,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-E: 02,0.18,8,0,0,22.5,0,0,0.0
2026-06-16,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-V: 01,60.96,2489,0,0,24.49,22,2.77,0.88
2026-06-16,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01,97.01,6729,0,0,14.42,46,2.11,0.68
2026-06-16,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01 — Cópia,26.73,1677,0,0,15.94,9,2.97,0.54
2026-06-16,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 02,0.05,4,0,0,12.5,0,0,0.0
2026-06-16,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03,0.61,12,0,0,50.83,0,0,0.0
2026-06-16,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03 — Cópia,7.05,341,0,0,20.67,2,3.52,0.59
2026-06-16,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 01,38.88,1684,0,0,23.09,22,1.77,1.31
2026-06-16,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,1.38,98,0,0,14.08,0,0,0.0
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,44.55,2425,0,0,18.37,46,0.97,1.9
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,1.79,43,0,0,41.63,0,0,0.0
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,0.11,6,0,0,18.33,0,0,0.0
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,20.09,659,0,0,30.49,2,10.04,0.3
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 05,0.2,2,0,0,100.0,0,0,0.0
2026-06-16,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 07,0.55,31,0,0,17.74,0,0,0.0
2026-06-17,[INSTA] [Seguidores] [Frio] - ABO,[INSTA] AD-V: Flexibilidade Cognitiva,35.68,6133,0,0,5.82,647,0.06,10.55
2026-06-17,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-E: 02,6.86,366,0,0,18.74,2,3.43,0.55
2026-06-17,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-V: 01,46.45,2098,0,0,22.14,32,1.45,1.53
2026-06-17,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01,86.51,5351,0,0,16.17,35,2.47,0.65
2026-06-17,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01 — Cópia,39.1,2386,0,0,16.39,17,2.3,0.71
2026-06-17,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 02,0.33,3,0,0,110.0,0,0,0.0
2026-06-17,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03,7.24,451,0,0,16.05,2,3.62,0.44
2026-06-17,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03 — Cópia,0.43,11,0,0,39.09,1,0.43,9.09
2026-06-17,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 01,35.6,1533,0,0,23.22,23,1.55,1.5
2026-06-17,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,6.02,233,0,0,25.84,2,3.01,0.86
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,47.62,2520,0,0,18.9,36,1.32,1.43
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,15.7,616,0,0,25.49,18,0.87,2.92
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,0.01,1,0,0,10.0,0,0,0.0
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 04,13.52,429,0,0,31.52,3,4.51,0.7
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 05,1.23,50,0,0,24.6,2,0.61,4.0
2026-06-17,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 05,0.02,1,0,0,20.0,0,0,0.0
2026-06-18,[INSTA] [Seguidores] [Frio] - ABO,[INSTA] AD-V: Flexibilidade Cognitiva,11.48,1606,0,0,7.15,202,0.06,12.58
2026-06-18,[RE] [Compra] [Frio] [Melhores Criativos] - CBO,[RE] AD-V: 01,21.68,676,0,0,32.07,11,1.97,1.63
2026-06-18,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01,50.3,3169,0,0,15.87,24,2.1,0.76
2026-06-18,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 01 — Cópia,19.08,1149,0,0,16.61,10,1.91,0.87
2026-06-18,[RE] [Compra] [Frio] [Validação] [Estáticos] - ABO,[RE] AD-E: 03 — Cópia,0.55,15,0,0,36.67,0,0,0.0
2026-06-18,[RE] [Compra] [Frio] [Validação] [Vídeos] - ABO,[RE] AD-V: 01,20.69,620,0,0,33.37,4,5.17,0.65
2026-06-18,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 02,15.93,758,0,0,21.02,18,0.89,2.37
2026-06-18,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,13.73,536,0,0,25.62,7,1.96,1.31
2026-06-18,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 03,0.12,4,0,0,30.0,0,0,0.0
2026-06-18,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 05,0.05,3,0,0,16.67,0,0,0.0
2026-06-18,[RE] [Compra] [Quente] [Validação] [Vídeos] - ABO,[RE] AD-V: 07,1.12,28,0,0,40.0,0,0,0.0
